Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.04,50.0,4.8
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.04,52.0,5.8
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0.04,63.0,7.1
C.O.R.E.,DS,2009,Shooter,Graffiti,0.04,44.0,6.9
Chaos Wars,PS2,2006,Strategy,Idea Factory,0.04,64.0,6.9
Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.04,74.0,8.2
Scaler,GC,2004,Platform,Take-Two Interactive,0.04,69.0,7.3
Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.04,73.0,7.5
Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0.04,68.0,6.3
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.04,68.0,8.3
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0.04,67.0,7.2
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.04,82.0,8.1
Without Warning,PS2,2005,Shooter,Capcom,0.04,45.0,6.5
Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.04,37.0,4.6
Saints Row 2,PC,2009,Action,THQ,0.04,72.0,6.8
Trine 2,PC,2011,Platform,Focus Home Interactive,0.04,84.0,8.4
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.04,67.0,8.2
Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.04,54.0,3.5
RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,0.04,55.0,8.0
Obscure,XB,2004,Adventure,MC2 Entertainment,0.04,66.0,8.4
Just Dance 2017,XOne,2016,Misc,Ubisoft,0.04,75.0,8.0
Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.04,71.0,8.0
World of Goo,PC,2008,Puzzle,2D Boy,0.04,90.0,8.5
Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0.04,64.0,7.1
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0.04,66.0,6.8
Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0.04,80.0,7.7
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0.04,75.0,7.7
Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.04,68.0,7.4
FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.04,71.0,8.9
World in Conflict,PC,2007,Strategy,Vivendi Games,0.04,89.0,8.1
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0.03,83.0,8.1
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0.03,73.0,7.5
Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0.03,53.0,5.1
RedCard 20-03,XB,2002,Sports,Midway Games,0.03,67.0,9.0
Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,63.0,6.0
TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,84.0,8.0
Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.03,70.0,8.0
The Cursed Crusade,PC,2011,Action,DTP Entertainment,0.03,55.0,6.0
Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0.03,58.0,2.5
DarkStar One,PC,2006,Simulation,Ubisoft,0.03,71.0,7.2
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0.03,82.0,8.8
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,77.0,6.9
Section 8,PC,2009,Shooter,SouthPeak Games,0.03,72.0,7.0
Alpha Protocol,PC,2010,Role-Playing,Sega,0.03,72.0,7.5
Planescape: Torment,PC,1998,Role-Playing,Interplay,0.03,91.0,9.2
Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0.03,81.0,8.6
Red Faction II,GC,2003,Shooter,THQ,0.03,79.0,7.3
Battle Engine Aquila,PS2,2003,Shooter,Atari,0.03,73.0,9.0
Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,60.0,6.5
Women's Volleyball Championship,PS2,2007,Sports,Spike,0.03,32.0,4.0
Crimson Tears,PS2,2004,Role-Playing,Capcom,0.03,62.0,7.8
Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,0.03,48.0,8.7
WRC: FIA World Rally Championship,PSP,2005,Racing,Sony Computer Entertainment,0.03,67.0,7.8
Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,41.0,8.0
Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0.03,66.0,4.9
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0.03,61.0,7.4
Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0.03,63.0,6.8
Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0.03,84.0,8.5
The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,36.0,3.4
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0.03,74.0,7.7
EverBlue 2,PS2,2002,Adventure,Capcom,0.03,59.0,7.5
Electroplankton,DS,2005,Misc,Nintendo,0.03,71.0,7.0
FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.03,57.0,6.9
Earthworm Jim 2,GBA,2002,Platform,Vivendi Games,0.03,45.0,5.7
Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03,70.0,6.4
MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,69.0,7.1
Apache: Air Assault,PC,2010,Simulation,Just Flight,0.03,64.0,7.5
Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0.03,78.0,8.0
Red Faction: Guerrilla,PC,2009,Shooter,THQ,0.03,82.0,7.5
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.03,83.0,6.1
Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,48.0,4.9
Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0.03,75.0,6.6
RACE On,PC,2009,Racing,bitComposer Games,0.03,73.0,8.2
Song of the Deep,PC,2016,Action,Insomniac Games,0.03,73.0,6.3
Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.03,62.0,6.2
Overlord II,PC,2009,Action,Codemasters,0.03,79.0,8.1
Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,60.0,7.2
Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,31.0,5.4
DiRT Rally,PC,2016,Racing,Codemasters,0.03,86.0,8.7
Trials Fusion,PC,2014,Racing,Ubisoft,0.03,80.0,6.8
Prison Architect,PS4,2016,Action,Introversion Software,0.03,80.0,8.0
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0.03,65.0,7.3
Dance Factory,PS2,2006,Action,Codemasters,0.03,56.0,5.8
The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games,0.03,58.0,6.1
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0.03,62.0,3.3
F1 2002,GC,2002,Racing,Electronic Arts,0.03,72.0,7.8
Men of War,PC,2009,Strategy,505 Games,0.03,80.0,8.1
Alter Ego,PC,1985,Simulation,Activision,0.03,59.0,5.8
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,0.03,88.0,8.8
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0.03,80.0,7.3
Transformers: Devastation,PC,2015,Action,Activision,0.03,74.0,7.6
The Golf Club,XOne,2014,Sports,Unknown,0.03,64.0,5.4
Neverwinter Nights,PC,2002,Role-Playing,Atari,0.03,91.0,8.2
Digimon World 4,XB,2005,Role-Playing,Atari,0.03,54.0,8.8
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,0.03,76.0,7.3
Galleon: Islands of Mystery,XB,2004,Action,SCi,0.03,67.0,7.0
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,0.03,61.0,7.9
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0.03,76.0,7.5
Worms: WMD,PS4,2016,Action,Sold Out,0.03,78.0,7.6
Rabbids Land,WiiU,2012,Misc,Ubisoft,0.03,52.0,5.2
Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,89.0,8.4
Take On Helicopters,PC,2011,Simulation,Unknown,0.03,70.0,6.7
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.03,66.0,7.8
Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,56.0,5.8
Homeworld 2,PC,2003,Strategy,Vivendi Games,0.03,83.0,8.3
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0.03,74.0,8.3
Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.03,71.0,7.1
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.03,78.0,9.3
N+,PSP,2007,Platform,Atari,0.03,79.0,7.8
Knights of Honor,PC,2004,Strategy,Sunflowers,0.03,77.0,9.1
Empire Earth II,PC,2005,Strategy,Vivendi Games,0.03,79.0,7.1
Hot Pixel,PSP,2007,Puzzle,Atari,0.03,55.0,6.5
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.03,74.0,8.1
Codename: Panzers Cold War,PC,2009,Strategy,Atari,0.03,67.0,5.8
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,59.0,5.8
Atomic Betty,GBA,2005,Puzzle,Atari,0.03,62.0,7.5
Doom,PC,1992,Shooter,id Software,0.03,85.0,8.2
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.03,35.0,8.0
SimCity,PC,1988,Simulation,Maxis,0.03,64.0,2.2
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0.03,64.0,6.1
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0.03,59.0,5.3
Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.03,48.0,4.2
Culdcept,PS2,2002,Strategy,Sega,0.03,78.0,8.9
GTR Evolution,PC,2008,Racing,Atari,0.03,83.0,8.2
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.03,73.0,6.9
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,75.0,7.5
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0.03,87.0,8.2
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0.03,90.0,6.8
Resident Evil 4,PC,2007,Action,Ubisoft,0.03,76.0,7.4
007: Quantum of Solace,PC,2008,Action,Activision,0.03,70.0,6.3
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.03,44.0,7.2
Drome Racers,GC,2003,Racing,Electronic Arts,0.03,54.0,6.6
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.03,70.0,7.0
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0.03,68.0,5.2
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,73.0,6.6
Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,81.0,8.5
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.03,44.0,8.6
Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.03,48.0,4.6
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0.03,73.0,8.4
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.03,88.0,8.4
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,47.0,8.2
Syberia II,XB,2004,Adventure,Ubisoft,0.03,71.0,8.7
Braid,PC,2009,Platform,Number None,0.03,90.0,8.6
Syberia,PC,2002,Action,Microids,0.03,82.0,8.5
Turn It Around,DS,2006,Action,505 Games,0.03,39.0,4.5
Jack Keane,PC,2008,Adventure,Kalypso Media,0.03,69.0,7.0
Monsters vs. Aliens,PC,2009,Action,Activision,0.03,63.0,6.2
Ride,PC,2015,Racing,Milestone S.r.l.,0.03,68.0,4.8
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.03,79.0,7.9
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,66.0,4.5
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0.03,77.0,6.9
Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.03,78.0,7.8
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.03,64.0,7.9
Cossacks: European Wars,PC,2001,Strategy,Strategy First,0.03,74.0,8.6
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.03,58.0,3.5
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.03,83.0,8.6
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.03,43.0,7.4
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0.03,73.0,7.4
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.03,62.0,8.5
Gotcha Force,GC,2003,Shooter,Capcom,0.03,56.0,8.2
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.03,59.0,6.0
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0.03,84.0,7.5
Dead Rising 2,PS4,2016,Action,Capcom,0.03,82.0,6.6
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0.03,83.0,8.4
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.03,75.0,9.0
Jet Grind Radio,GBA,2003,Action,Sega,0.03,74.0,9.3
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0.03,86.0,9.0
Magicka,PC,2011,Role-Playing,Paradox Interactive,0.03,74.0,7.6
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",0.03,76.0,6.5
NHL 07,XB,2006,Sports,Electronic Arts,0.03,75.0,7.7
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.03,68.0,7.4
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0.03,84.0,8.7
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0.03,63.0,6.1
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.03,53.0,6.7
Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.03,68.0,9.3
MySims,PC,2008,Simulation,Electronic Arts,0.03,70.0,6.4
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.03,74.0,7.3
AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.03,33.0,2.5
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0.03,46.0,4.7
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.03,59.0,6.6
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.03,57.0,7.8
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0.03,72.0,7.5
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.03,72.0,7.4
Metal Saga,PS2,2005,Role-Playing,Success,0.03,62.0,7.3
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0.03,72.0,8.3
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0.03,80.0,6.8
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0.03,65.0,6.4
Lost Planet 2,PC,2010,Shooter,Capcom,0.03,63.0,6.3
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0.03,73.0,7.9
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.03,67.0,6.2
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,0.03,52.0,5.3
SWAT 4,PC,2005,Shooter,Vivendi Games,0.03,85.0,8.6
Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.03,89.0,8.6
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.03,45.0,7.3
Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0.03,62.0,6.4
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0.03,80.0,7.9
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0.03,74.0,8.4
ZooCube,GC,2002,Puzzle,Acclaim Entertainment,0.02,67.0,6.1
GRID Autosport,PC,2014,Racing,Codemasters,0.02,78.0,6.2
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0.02,57.0,6.7
Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,26.0,3.7
Serious Sam Advance,GBA,2004,Shooter,Global Star,0.02,51.0,7.2
Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,60.0,8.0
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,70.0,8.0
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,48.0,5.5
Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,0.02,51.0,6.0
Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.02,86.0,7.7
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.02,58.0,7.1
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,56.0,7.7
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0.02,78.0,7.8
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0.02,82.0,6.5
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0.02,75.0,8.6
Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,0.02,72.0,8.7
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,0.02,86.0,7.9
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,71.0,9.2
AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.02,30.0,4.2
Worms,PS3,2009,Strategy,Sony Computer Entertainment,0.02,76.0,6.9
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,65.0,5.3
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.02,66.0,7.7
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,0.02,40.0,5.4
ParaWorld,PC,2006,Strategy,Deep Silver,0.02,71.0,8.3
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,0.02,51.0,7.6
Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment,0.02,62.0,6.5
George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,35.0,4.0
Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,39.0,2.2
Demigod,PC,2009,Strategy,Atari,0.02,76.0,7.9
Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games,0.02,59.0,7.1
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0.02,45.0,6.8
DemiKids: Light Version,GBA,2002,Role-Playing,Atlus,0.02,62.0,8.3
Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0.02,70.0,5.7
Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,62.0,6.4
SimCity Societies,PC,2007,Simulation,Electronic Arts,0.02,63.0,4.3
Star Trek Online,PC,2010,Role-Playing,Atari,0.02,66.0,6.2
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0.02,52.0,7.9
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0.02,78.0,7.3
Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0.02,78.0,8.0
ScrapLand,XB,2005,Action,Deep Silver,0.02,73.0,7.4
Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft,0.02,79.0,7.9
DiRT,PC,2007,Racing,Codemasters,0.02,84.0,7.3
IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0.02,86.0,8.6
Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0.02,64.0,7.3
Ceville,PC,2009,Action,Kalypso Media,0.02,73.0,8.2
Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation,0.02,78.0,8.3
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,0.02,77.0,8.1
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,0.02,90.0,8.6
Pro Fishing Challenge,XB,2004,Sports,Atlus,0.02,62.0,9.1
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0.02,81.0,9.0
Rule of Rose,PS2,2006,Action,505 Games,0.02,59.0,8.6
RedCard 20-03,GC,2002,Sports,Midway Games,0.02,71.0,7.4
Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,0.02,54.0,7.4
GT Legends,PC,2005,Racing,Atari,0.02,84.0,8.6
Street Fighter X Tekken,PC,2012,Fighting,Capcom,0.02,79.0,6.4
Kung Fu Panda,PC,2008,Action,Activision,0.02,71.0,7.8
Frontlines: Fuel of War,PC,2008,Shooter,THQ,0.02,73.0,6.9
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0.02,68.0,6.7
Zathura,XB,2005,Adventure,Take-Two Interactive,0.02,48.0,5.5
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0.02,78.0,7.8
Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0.02,40.0,7.0
Test Drive Unlimited,PC,2007,Racing,Atari,0.02,79.0,8.1
Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0.02,36.0,3.9
F1 Race Stars,PC,2012,Racing,Codemasters,0.02,62.0,5.4
Serious Sam: Next Encounter,GC,2004,Shooter,Global Star,0.02,69.0,8.4
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,53.0,4.5
Freedom Wings,DS,2006,Simulation,Natsume,0.02,46.0,7.7
Left 4 Dead,PC,2008,Shooter,Electronic Arts,0.02,89.0,9.2
Iron Phoenix,XB,2005,Fighting,Sega,0.02,58.0,6.5
Kuon,PS2,2004,Adventure,Indie Games,0.02,57.0,7.7
Fuel,PC,2009,Racing,Codemasters,0.02,67.0,6.7
Dungeon Defenders,PC,2011,Role-Playing,Unknown,0.02,81.0,7.3
Group S Challenge,XB,2003,Racing,Capcom,0.02,57.0,6.0
Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,0.02,19.0,2.8
Indigo Prophecy,PC,2005,Adventure,Atari,0.02,85.0,8.3
Overlord,PC,2007,Strategy,Codemasters,0.02,81.0,8.1
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,0.02,84.0,7.5
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,0.02,77.0,6.8
Quake 4,PC,2005,Shooter,Activision,0.02,81.0,7.6
XGRA: Extreme G Racing Association,GC,2003,Racing,Acclaim Entertainment,0.02,69.0,7.0
Max Payne,PC,2001,Shooter,Take-Two Interactive,0.02,89.0,9.1
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,0.02,55.0,4.7
SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,63.0,6.5
Homeworld,PC,1998,Strategy,Vivendi Games,0.02,93.0,9.0
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0.02,58.0,5.8
Order of War,PC,2009,Strategy,Square Enix,0.02,69.0,7.3
The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,58.0,5.3
Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0.02,59.0,7.7
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0.02,57.0,5.8
Sacred 3,PC,2014,Role-Playing,Deep Silver,0.02,57.0,1.4
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0.02,69.0,3.7
SAW,PC,2009,Action,Konami Digital Entertainment,0.02,55.0,6.0
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0.02,65.0,7.3
Spider-Man 3,PC,2007,Platform,Activision,0.02,62.0,7.1
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.02,63.0,6.2
Spider-Man: Web of Shadows,PC,2008,Action,Activision,0.02,52.0,7.8
Headhunter: Redemption,XB,2004,Action,Sega,0.02,59.0,6.8
Chicago Enforcer,XB,2005,Shooter,Kemco,0.02,33.0,2.8
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,0.02,85.0,8.2
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.02,52.0,7.1
Stormrise,PC,2009,Strategy,Sega,0.02,42.0,4.9
Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0.02,81.0,8.1
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,Natsume,0.02,57.0,7.0
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0.02,43.0,2.4
XGRA: Extreme G Racing Association,XB,2003,Racing,Acclaim Entertainment,0.02,66.0,6.8
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,79.0,8.5
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0.02,73.0,5.4
Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,0.02,38.0,3.6
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0.02,40.0,5.8
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.02,65.0,4.6
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0.02,70.0,6.3
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0.02,70.0,7.4
Pump It Up: Exceed,XB,2005,Misc,Mastiff,0.02,74.0,7.5
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.02,26.0,2.4
TOCA Race Driver 3,PC,2006,Racing,Codemasters,0.02,84.0,7.8
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,69.0,7.9
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.02,65.0,8.8
Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0.02,72.0,6.0
Mini Ninjas,PC,2009,Action,Eidos Interactive,0.02,74.0,8.3
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,67.0,6.8
Mighty No. 9,XOne,2016,Platform,Deep Silver,0.02,55.0,4.2
Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0.02,84.0,7.9
Hogs of War,PS,2000,Strategy,Infogrames,0.02,62.0,8.8
Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.02,71.0,7.1
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.02,78.0,8.4
Vietcong,PC,2003,Shooter,Gathering of Developers,0.02,74.0,8.7
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0.02,70.0,7.5
Charlie's Angels,GC,2003,Action,Ubisoft,0.02,23.0,3.3
uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.02,54.0,5.7
The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0.02,64.0,7.6
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.02,79.0,7.2
